gvkey,iid,datadate,tic,ajexdi,prccd
007154,01,19911101,MCD,4.0000,34.6250
007154,01,19911104,MCD,4.0000,34.7500
007154,01,19911105,MCD,4.0000,34.8750
007154,01,19911106,MCD,4.0000,35.1250
007154,01,19911107,MCD,4.0000,35.2500
007154,01,19911108,MCD,4.0000,35.6250
007154,01,19911111,MCD,4.0000,35.5000
007154,01,19911112,MCD,4.0000,35.5000
007154,01,19911113,MCD,4.0000,35.5000
007154,01,19911114,MCD,4.0000,35.6250
007154,01,19911115,MCD,4.0000,34.1250
007154,01,19911118,MCD,4.0000,35.0000
007154,01,19911119,MCD,4.0000,34.3750
007154,01,19911120,MCD,4.0000,33.6250
007154,01,19911121,MCD,4.0000,34.1250
007154,01,19911122,MCD,4.0000,33.7500
007154,01,19911125,MCD,4.0000,33.7500
007154,01,19911126,MCD,4.0000,34.1250
007154,01,19911127,MCD,4.0000,33.8750
007154,01,19911129,MCD,4.0000,33.6250
007154,01,19911202,MCD,4.0000,34.2500
007154,01,19911203,MCD,4.0000,33.8750
007154,01,19911204,MCD,4.0000,33.8750
007154,01,19911205,MCD,4.0000,33.6250
007154,01,19911206,MCD,4.0000,34.3750
007154,01,19911209,MCD,4.0000,34.6250
007154,01,19911210,MCD,4.0000,34.7500
007154,01,19911211,MCD,4.0000,34.2500
007154,01,19911212,MCD,4.0000,34.6250
007154,01,19911213,MCD,4.0000,35.0000
007154,01,19911216,MCD,4.0000,35.8750
007154,01,19911217,MCD,4.0000,36.1250
007154,01,19911218,MCD,4.0000,36.3750
007154,01,19911219,MCD,4.0000,36.6250
007154,01,19911220,MCD,4.0000,37.3750
007154,01,19911223,MCD,4.0000,37.8750
007154,01,19911224,MCD,4.0000,39.2500
007154,01,19911226,MCD,4.0000,39.5000
007154,01,19911227,MCD,4.0000,38.8750
007154,01,19911230,MCD,4.0000,39.2500
007154,01,19911231,MCD,4.0000,38.0000
007154,01,19920102,MCD,4.0000,39.2500
007154,01,19920103,MCD,4.0000,39.3750
007154,01,19920106,MCD,4.0000,40.2500
007154,01,19920107,MCD,4.0000,41.1250
007154,01,19920108,MCD,4.0000,41.1250
007154,01,19920109,MCD,4.0000,42.8750
007154,01,19920110,MCD,4.0000,42.0000
007154,01,19920113,MCD,4.0000,42.0000
007154,01,19920114,MCD,4.0000,43.0000
007154,01,19920115,MCD,4.0000,42.2500
007154,01,19920116,MCD,4.0000,40.8750
007154,01,19920117,MCD,4.0000,41.0000
007154,01,19920120,MCD,4.0000,41.5000
007154,01,19920121,MCD,4.0000,42.3750
